image_id,filename,relative_path,dataset_name,dataset_slug,source_type,product_domain,final_label,source_group,review_status,split
public_000013,industry_biscuit_02546ed84373.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_02546ed84373.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_000014,industry_biscuit_0279b3acf142.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_0279b3acf142.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_000015,industry_biscuit_02a44e104a58.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_02a44e104a58.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_000016,industry_biscuit_02b4bfb88ae2.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_02b4bfb88ae2.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_000017,industry_biscuit_02b9a126ad5a.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_02b9a126ad5a.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_000018,industry_biscuit_02e535e33a31.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_02e535e33a31.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_000019,industry_biscuit_02f38fe0060a.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_02f38fe0060a.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_000020,industry_biscuit_032272870bb2.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_032272870bb2.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_000021,industry_biscuit_0346fd9a1532.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_0346fd9a1532.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_000022,industry_biscuit_0365eb100394.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_0365eb100394.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_000023,industry_biscuit_03689e00e57b.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_03689e00e57b.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_000024,industry_biscuit_0382f22f4147.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_0382f22f4147.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_000025,industry_biscuit_03d2b4701988.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_03d2b4701988.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_000026,industry_biscuit_03d805074ef4.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_03d805074ef4.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_000027,industry_biscuit_0432688d1bb8.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_0432688d1bb8.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_000028,industry_biscuit_04afc5b0c975.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_04afc5b0c975.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_000029,industry_biscuit_04fd46ec0f06.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_04fd46ec0f06.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_000030,industry_biscuit_051131e84c83.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_051131e84c83.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_000031,industry_biscuit_0533c4f66a03.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_0533c4f66a03.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_000032,industry_biscuit_058dfc965b45.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_058dfc965b45.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_000033,industry_biscuit_05baf7bc025f.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_05baf7bc025f.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_000034,industry_biscuit_05ec47174d12.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_05ec47174d12.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_000035,industry_biscuit_0605c0767ca6.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_0605c0767ca6.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_000036,industry_biscuit_0636958475df.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_0636958475df.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_000037,industry_biscuit_0671802b0fc0.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_0671802b0fc0.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_000038,industry_biscuit_06caeba4d7ae.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_06caeba4d7ae.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_000039,industry_biscuit_06d240ea08c1.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_06d240ea08c1.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_000040,industry_biscuit_06dada2df619.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_06dada2df619.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_000041,industry_biscuit_06e20020a63e.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_06e20020a63e.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_000042,industry_biscuit_06eb9952b654.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_06eb9952b654.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_000043,industry_biscuit_06f1e3c51dbd.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_06f1e3c51dbd.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_000044,industry_biscuit_071b131ebd2c.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_071b131ebd2c.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_000045,industry_biscuit_0766f8ee8fd9.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_0766f8ee8fd9.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_000046,industry_biscuit_076ca7a486d6.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_076ca7a486d6.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_000047,industry_biscuit_077d5d7ee4df.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_077d5d7ee4df.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_000048,industry_biscuit_079c485be175.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_079c485be175.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_000049,industry_biscuit_07ce1760804c.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_07ce1760804c.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_000050,industry_biscuit_07d4d2eabd00.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_07d4d2eabd00.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_000051,industry_biscuit_07fa4e60d140.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_07fa4e60d140.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_000052,industry_biscuit_0880658348d0.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_0880658348d0.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_000053,industry_biscuit_088a30a7bec2.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_088a30a7bec2.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_000054,industry_biscuit_08bf79c183f6.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_08bf79c183f6.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_000055,industry_biscuit_08e58affcf30.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_08e58affcf30.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_000056,industry_biscuit_092bf5d68996.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_092bf5d68996.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_000057,industry_biscuit_0953196fdd20.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_0953196fdd20.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_000058,industry_biscuit_0958a630f12f.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_0958a630f12f.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_000059,industry_biscuit_097738401df4.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_097738401df4.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_000060,industry_biscuit_097e944c3ee5.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_097e944c3ee5.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_000061,industry_biscuit_099179d15354.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_099179d15354.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_000062,industry_biscuit_09f2282224d6.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_09f2282224d6.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_000063,industry_biscuit_0a0133661177.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_0a0133661177.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_000064,industry_biscuit_0a125819d495.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_0a125819d495.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_000065,industry_biscuit_0a230b9f507b.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_0a230b9f507b.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_000066,industry_biscuit_0a2b6b4c92b7.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_0a2b6b4c92b7.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_000067,industry_biscuit_0a38d126ca9f.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_0a38d126ca9f.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_000068,industry_biscuit_0a597c2eff70.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_0a597c2eff70.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_000069,industry_biscuit_0aa9e0081b3f.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_0aa9e0081b3f.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_000070,industry_biscuit_0aca4bcfd9b2.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_0aca4bcfd9b2.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_000071,industry_biscuit_0ad00af47c1b.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_0ad00af47c1b.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_000072,industry_biscuit_0b0529f6f179.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_0b0529f6f179.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_000073,industry_biscuit_0b2db910f8c4.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_0b2db910f8c4.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_000074,industry_biscuit_0b4207a1d8f6.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_0b4207a1d8f6.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_000075,industry_biscuit_0b613a7ad895.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_0b613a7ad895.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_000076,industry_biscuit_0baaa00399e1.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_0baaa00399e1.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_000077,industry_biscuit_0bb33bced1f4.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_0bb33bced1f4.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_000078,industry_biscuit_0be0c6b0eaf6.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_0be0c6b0eaf6.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_000079,industry_biscuit_0be4702f98a2.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_0be4702f98a2.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_000080,industry_biscuit_0beb2dd30265.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_0beb2dd30265.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_000081,industry_biscuit_0beb80a48281.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_0beb80a48281.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_000082,industry_biscuit_0c22ddcddf29.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_0c22ddcddf29.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_000083,industry_biscuit_0c22f11f5daf.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_0c22f11f5daf.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_000084,industry_biscuit_0c2c175df289.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_0c2c175df289.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_000085,industry_biscuit_0c3b77f8d565.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_0c3b77f8d565.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_000086,industry_biscuit_0c3e815c6e0d.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_0c3e815c6e0d.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_000087,industry_biscuit_0c65e028d37e.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_0c65e028d37e.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_000088,industry_biscuit_0cfbe7775d0e.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_0cfbe7775d0e.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_000089,industry_biscuit_0d1b8d623419.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_0d1b8d623419.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_000090,industry_biscuit_0d1de3843d3c.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_0d1de3843d3c.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_000091,industry_biscuit_0d6333b9903e.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_0d6333b9903e.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_000092,industry_biscuit_0d8a77568fd2.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_0d8a77568fd2.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_000093,industry_biscuit_0d9471a74a36.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_0d9471a74a36.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_000094,industry_biscuit_0da4574c8fb4.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_0da4574c8fb4.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_000095,industry_biscuit_0db94622e278.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_0db94622e278.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_000096,industry_biscuit_0de5f5ebcd26.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_0de5f5ebcd26.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_000097,industry_biscuit_0ded707b7352.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_0ded707b7352.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_000098,industry_biscuit_0df790570396.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_0df790570396.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_000099,industry_biscuit_0dfcbc2fd7c4.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_0dfcbc2fd7c4.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_000100,industry_biscuit_0e3da15fcda6.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_0e3da15fcda6.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_000101,industry_biscuit_0e43c4046569.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_0e43c4046569.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_000102,industry_biscuit_0e552a7bb099.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_0e552a7bb099.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_000103,industry_biscuit_0e56acdb7840.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_0e56acdb7840.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_000104,industry_biscuit_0e77e474ee0a.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_0e77e474ee0a.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_000105,industry_biscuit_0e7ad49dcd15.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_0e7ad49dcd15.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_000106,industry_biscuit_0e7f3518d110.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_0e7f3518d110.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_000107,industry_biscuit_0e94e15aed9b.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_0e94e15aed9b.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_000108,industry_biscuit_0ea23e93fa02.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_0ea23e93fa02.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_000109,industry_biscuit_0ea345bc29af.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_0ea345bc29af.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_000110,industry_biscuit_0eaadb81f8a6.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_0eaadb81f8a6.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_000111,industry_biscuit_0eb0755c822f.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_0eb0755c822f.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_000112,industry_biscuit_0ef0a4630749.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_0ef0a4630749.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_000113,industry_biscuit_0f2365898133.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_0f2365898133.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_000114,industry_biscuit_0f28600c4540.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_0f28600c4540.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_000115,industry_biscuit_0f5832605b02.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_0f5832605b02.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_000116,industry_biscuit_0f5c25b649da.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_0f5c25b649da.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_000117,industry_biscuit_0f6c3fd69b24.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_0f6c3fd69b24.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_000118,industry_biscuit_0f8143df0866.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_0f8143df0866.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_000119,industry_biscuit_0f8ed3dd88b2.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_0f8ed3dd88b2.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
