image_id,filename,relative_path,dataset_name,dataset_slug,source_type,product_name,product_domain,final_label,source_group,review_status,source_batch,batch_name,original_filename,original_relative_path,split
manual_batch_000026,manual_d55d2a84deb6.jpg,dataset/working/manual_normalized/biskuit/tidak_layak_jual/manual_d55d2a84deb6.jpg,dataset-scrape,dataset_scrape_manual,manual,biskuit,biskuit_kukis,tidak_layak_jual,manual_batch,prepared,biskuit_non_sellable_batch_01,batch_01,biskuit_warna_tidak_normal_1.png,dataset-scrape/scraped/incoming/biskuit/non_sellable/batch_01/biskuit_warna_tidak_normal_1.png,val
manual_batch_000027,manual_f602fe7d7bb3.jpg,dataset/working/manual_normalized/biskuit/tidak_layak_jual/manual_f602fe7d7bb3.jpg,dataset-scrape,dataset_scrape_manual,manual,biskuit,biskuit_kukis,tidak_layak_jual,manual_batch,prepared,biskuit_non_sellable_batch_01,batch_01,biskuit_warna_tidak_normal_2.png,dataset-scrape/scraped/incoming/biskuit/non_sellable/batch_01/biskuit_warna_tidak_normal_2.png,val
manual_batch_000028,manual_625e5f8e5d25.jpg,dataset/working/manual_normalized/biskuit/tidak_layak_jual/manual_625e5f8e5d25.jpg,dataset-scrape,dataset_scrape_manual,manual,biskuit,biskuit_kukis,tidak_layak_jual,manual_batch,prepared,biskuit_non_sellable_batch_01,batch_01,biskuit_warna_tidak_normal_3.png,dataset-scrape/scraped/incoming/biskuit/non_sellable/batch_01/biskuit_warna_tidak_normal_3.png,test
manual_batch_000029,manual_cfbb1fdb12d2.jpg,dataset/working/manual_normalized/biskuit/tidak_layak_jual/manual_cfbb1fdb12d2.jpg,dataset-scrape,dataset_scrape_manual,manual,biskuit,biskuit_kukis,tidak_layak_jual,manual_batch,prepared,biskuit_non_sellable_batch_01,batch_01,biskuit_warna_tidak_normal_4.png,dataset-scrape/scraped/incoming/biskuit/non_sellable/batch_01/biskuit_warna_tidak_normal_4.png,test
manual_batch_000030,manual_11544638a059.jpg,dataset/working/manual_normalized/biskuit/tidak_layak_jual/manual_11544638a059.jpg,dataset-scrape,dataset_scrape_manual,manual,biskuit,biskuit_kukis,tidak_layak_jual,manual_batch,prepared,biskuit_non_sellable_batch_01,batch_01,biskuit_warna_tidak_normal_5.png,dataset-scrape/scraped/incoming/biskuit/non_sellable/batch_01/biskuit_warna_tidak_normal_5.png,test
manual_batch_000031,manual_ad697d36a233.jpg,dataset/working/manual_normalized/biskuit/tidak_layak_jual/manual_ad697d36a233.jpg,dataset-scrape,dataset_scrape_manual,manual,biskuit,biskuit_kukis,tidak_layak_jual,manual_batch,prepared,biskuit_non_sellable_batch_01,batch_01,pngtree-burned-biscuit-eaten-cracker-overdo-photo-png-image_15503265.png,dataset-scrape/scraped/incoming/biskuit/non_sellable/batch_01/pngtree-burned-biscuit-eaten-cracker-overdo-photo-png-image_15503265.png,test
manual_batch_000032,manual_294c77b48817.jpg,dataset/working/manual_normalized/biskuit/layak_jual/manual_294c77b48817.jpg,dataset-scrape,dataset_scrape_manual,manual,biskuit,biskuit_kukis,layak_jual,manual_batch,prepared,biskuit_sellable_batch_01,batch_01,1-closeup-view-golden-sandwich-600nw-2703561625.webp,dataset-scrape/scraped/incoming/biskuit/sellable/batch_01/1-closeup-view-golden-sandwich-600nw-2703561625.webp,train
manual_batch_000033,manual_afb9c5208474.jpg,dataset/working/manual_normalized/biskuit/layak_jual/manual_afb9c5208474.jpg,dataset-scrape,dataset_scrape_manual,manual,biskuit,biskuit_kukis,layak_jual,manual_batch,prepared,biskuit_sellable_batch_01,batch_01,biscuit-texture-closeup-details-isolated-600nw-2684241619.webp,dataset-scrape/scraped/incoming/biskuit/sellable/batch_01/biscuit-texture-closeup-details-isolated-600nw-2684241619.webp,train
manual_batch_000034,manual_a6732da981f4.jpg,dataset/working/manual_normalized/biskuit/layak_jual/manual_a6732da981f4.jpg,dataset-scrape,dataset_scrape_manual,manual,biskuit,biskuit_kukis,layak_jual,manual_batch,prepared,biskuit_sellable_batch_01,batch_01,biskuit-es-krim-close-up_23-2148569466.avif,dataset-scrape/scraped/incoming/biskuit/sellable/batch_01/biskuit-es-krim-close-up_23-2148569466.avif,train
manual_batch_000035,manual_5685b94169f6.jpg,dataset/working/manual_normalized/biskuit/layak_jual/manual_5685b94169f6.jpg,dataset-scrape,dataset_scrape_manual,manual,biskuit,biskuit_kukis,layak_jual,manual_batch,prepared,biskuit_sellable_batch_01,batch_01,biskuit_1 (1).png,dataset-scrape/scraped/incoming/biskuit/sellable/batch_01/biskuit_1 (1).png,train
manual_batch_000036,manual_91b5923e53ed.jpg,dataset/working/manual_normalized/biskuit/layak_jual/manual_91b5923e53ed.jpg,dataset-scrape,dataset_scrape_manual,manual,biskuit,biskuit_kukis,layak_jual,manual_batch,prepared,biskuit_sellable_batch_01,batch_01,biskuit_1.png,dataset-scrape/scraped/incoming/biskuit/sellable/batch_01/biskuit_1.png,train
manual_batch_000037,manual_db5d7557552f.jpg,dataset/working/manual_normalized/biskuit/layak_jual/manual_db5d7557552f.jpg,dataset-scrape,dataset_scrape_manual,manual,biskuit,biskuit_kukis,layak_jual,manual_batch,prepared,biskuit_sellable_batch_01,batch_01,biskuit_2 (1).png,dataset-scrape/scraped/incoming/biskuit/sellable/batch_01/biskuit_2 (1).png,train
manual_batch_000038,manual_0d394e161005.jpg,dataset/working/manual_normalized/biskuit/layak_jual/manual_0d394e161005.jpg,dataset-scrape,dataset_scrape_manual,manual,biskuit,biskuit_kukis,layak_jual,manual_batch,prepared,biskuit_sellable_batch_01,batch_01,biskuit_2.png,dataset-scrape/scraped/incoming/biskuit/sellable/batch_01/biskuit_2.png,train
manual_batch_000039,manual_77fb4af1812c.jpg,dataset/working/manual_normalized/biskuit/layak_jual/manual_77fb4af1812c.jpg,dataset-scrape,dataset_scrape_manual,manual,biskuit,biskuit_kukis,layak_jual,manual_batch,prepared,biskuit_sellable_batch_01,batch_01,biskuit_3 (1).png,dataset-scrape/scraped/incoming/biskuit/sellable/batch_01/biskuit_3 (1).png,train
manual_batch_000040,manual_14ccb1e694f1.jpg,dataset/working/manual_normalized/biskuit/layak_jual/manual_14ccb1e694f1.jpg,dataset-scrape,dataset_scrape_manual,manual,biskuit,biskuit_kukis,layak_jual,manual_batch,prepared,biskuit_sellable_batch_01,batch_01,biskuit_3.png,dataset-scrape/scraped/incoming/biskuit/sellable/batch_01/biskuit_3.png,train
manual_batch_000041,manual_76566d16ca20.jpg,dataset/working/manual_normalized/biskuit/layak_jual/manual_76566d16ca20.jpg,dataset-scrape,dataset_scrape_manual,manual,biskuit,biskuit_kukis,layak_jual,manual_batch,prepared,biskuit_sellable_batch_01,batch_01,biskuit_4 (1).png,dataset-scrape/scraped/incoming/biskuit/sellable/batch_01/biskuit_4 (1).png,train
manual_batch_000042,manual_ad832e7e7761.jpg,dataset/working/manual_normalized/biskuit/layak_jual/manual_ad832e7e7761.jpg,dataset-scrape,dataset_scrape_manual,manual,biskuit,biskuit_kukis,layak_jual,manual_batch,prepared,biskuit_sellable_batch_01,batch_01,biskuit_4.png,dataset-scrape/scraped/incoming/biskuit/sellable/batch_01/biskuit_4.png,train
manual_batch_000043,manual_924c8359fd6e.jpg,dataset/working/manual_normalized/biskuit/layak_jual/manual_924c8359fd6e.jpg,dataset-scrape,dataset_scrape_manual,manual,biskuit,biskuit_kukis,layak_jual,manual_batch,prepared,biskuit_sellable_batch_01,batch_01,biskuit_5 (1).png,dataset-scrape/scraped/incoming/biskuit/sellable/batch_01/biskuit_5 (1).png,train
manual_batch_000044,manual_83e566b2eaff.jpg,dataset/working/manual_normalized/biskuit/layak_jual/manual_83e566b2eaff.jpg,dataset-scrape,dataset_scrape_manual,manual,biskuit,biskuit_kukis,layak_jual,manual_batch,prepared,biskuit_sellable_batch_01,batch_01,biskuit_5.png,dataset-scrape/scraped/incoming/biskuit/sellable/batch_01/biskuit_5.png,train
manual_batch_000045,manual_90871bf38f87.jpg,dataset/working/manual_normalized/biskuit/layak_jual/manual_90871bf38f87.jpg,dataset-scrape,dataset_scrape_manual,manual,biskuit,biskuit_kukis,layak_jual,manual_batch,prepared,biskuit_sellable_batch_01,batch_01,choc-ripple-biscuits-219615-1.jpg,dataset-scrape/scraped/incoming/biskuit/sellable/batch_01/choc-ripple-biscuits-219615-1.jpg,train
manual_batch_000046,manual_3ae3fd0c034f.jpg,dataset/working/manual_normalized/biskuit/layak_jual/manual_3ae3fd0c034f.jpg,dataset-scrape,dataset_scrape_manual,manual,biskuit,biskuit_kukis,layak_jual,manual_batch,prepared,biskuit_sellable_batch_01,batch_01,close-up-angled-shot-delicious-biskuit-gambang-shiny-golden-brown-texture-culinary-enthusiasts-baking-capture-429108089.webp,dataset-scrape/scraped/incoming/biskuit/sellable/batch_01/close-up-angled-shot-delicious-biskuit-gambang-shiny-golden-brown-texture-culinary-enthusiasts-baking-capture-429108089.webp,train
manual_batch_000047,manual_d1aa8132810f.jpg,dataset/working/manual_normalized/biskuit/layak_jual/manual_d1aa8132810f.jpg,dataset-scrape,dataset_scrape_manual,manual,biskuit,biskuit_kukis,layak_jual,manual_batch,prepared,biskuit_sellable_batch_01,batch_01,closeup-goldenbrown-salty-crackers-visible-260nw-2691827267.webp,dataset-scrape/scraped/incoming/biskuit/sellable/batch_01/closeup-goldenbrown-salty-crackers-visible-260nw-2691827267.webp,train
manual_batch_000048,manual_966d9d5645dc.jpg,dataset/working/manual_normalized/biskuit/layak_jual/manual_966d9d5645dc.jpg,dataset-scrape,dataset_scrape_manual,manual,biskuit,biskuit_kukis,layak_jual,manual_batch,prepared,biskuit_sellable_batch_01,batch_01,closeup-sweet-rectangular-biscuits-crossshaped-260nw-2726527691.webp,dataset-scrape/scraped/incoming/biskuit/sellable/batch_01/closeup-sweet-rectangular-biscuits-crossshaped-260nw-2726527691.webp,train
manual_batch_000049,manual_cc2d5f85defe.jpg,dataset/working/manual_normalized/biskuit/layak_jual/manual_cc2d5f85defe.jpg,dataset-scrape,dataset_scrape_manual,manual,biskuit,biskuit_kukis,layak_jual,manual_batch,prepared,biskuit_sellable_batch_01,batch_01,free-photo-of-close-up-biskuit-marie-yang-ditumpuk-bersama.jpeg,dataset-scrape/scraped/incoming/biskuit/sellable/batch_01/free-photo-of-close-up-biskuit-marie-yang-ditumpuk-bersama.jpeg,train
manual_batch_000050,manual_9f82db0ef8cb.jpg,dataset/working/manual_normalized/biskuit/layak_jual/manual_9f82db0ef8cb.jpg,dataset-scrape,dataset_scrape_manual,manual,biskuit,biskuit_kukis,layak_jual,manual_batch,prepared,biskuit_sellable_batch_01,batch_01,graham-crackers.webp,dataset-scrape/scraped/incoming/biskuit/sellable/batch_01/graham-crackers.webp,train
manual_batch_000051,manual_8a3a59ee8cb8.jpg,dataset/working/manual_normalized/biskuit/layak_jual/manual_8a3a59ee8cb8.jpg,dataset-scrape,dataset_scrape_manual,manual,biskuit,biskuit_kukis,layak_jual,manual_batch,prepared,biskuit_sellable_batch_01,batch_01,id-11134207-7ra0p-mcpxx3ib4e3n69.jpeg,dataset-scrape/scraped/incoming/biskuit/sellable/batch_01/id-11134207-7ra0p-mcpxx3ib4e3n69.jpeg,train
manual_batch_000052,manual_97101d71ab44.jpg,dataset/working/manual_normalized/biskuit/layak_jual/manual_97101d71ab44.jpg,dataset-scrape,dataset_scrape_manual,manual,biskuit,biskuit_kukis,layak_jual,manual_batch,prepared,biskuit_sellable_batch_01,batch_01,images (1).jpeg,dataset-scrape/scraped/incoming/biskuit/sellable/batch_01/images (1).jpeg,val
manual_batch_000053,manual_c5029eb6b72b.jpg,dataset/working/manual_normalized/biskuit/layak_jual/manual_c5029eb6b72b.jpg,dataset-scrape,dataset_scrape_manual,manual,biskuit,biskuit_kukis,layak_jual,manual_batch,prepared,biskuit_sellable_batch_01,batch_01,images.jpeg,dataset-scrape/scraped/incoming/biskuit/sellable/batch_01/images.jpeg,val
manual_batch_000054,manual_d909f5c0b08c.jpg,dataset/working/manual_normalized/biskuit/layak_jual/manual_d909f5c0b08c.jpg,dataset-scrape,dataset_scrape_manual,manual,biskuit,biskuit_kukis,layak_jual,manual_batch,prepared,biskuit_sellable_batch_01,batch_01,pexels-abhishek1199-5511230.jpg,dataset-scrape/scraped/incoming/biskuit/sellable/batch_01/pexels-abhishek1199-5511230.jpg,val
manual_batch_000055,manual_5d51289c60cf.jpg,dataset/working/manual_normalized/biskuit/layak_jual/manual_5d51289c60cf.jpg,dataset-scrape,dataset_scrape_manual,manual,biskuit,biskuit_kukis,layak_jual,manual_batch,prepared,biskuit_sellable_batch_01,batch_01,pexels-brigitte-tohm-36757-189536.jpg,dataset-scrape/scraped/incoming/biskuit/sellable/batch_01/pexels-brigitte-tohm-36757-189536.jpg,val
manual_batch_000056,manual_01f76c3ea425.jpg,dataset/working/manual_normalized/biskuit/layak_jual/manual_01f76c3ea425.jpg,dataset-scrape,dataset_scrape_manual,manual,biskuit,biskuit_kukis,layak_jual,manual_batch,prepared,biskuit_sellable_batch_01,batch_01,pexels-eva-bronzini-6103122.jpg,dataset-scrape/scraped/incoming/biskuit/sellable/batch_01/pexels-eva-bronzini-6103122.jpg,test
manual_batch_000057,manual_60dc10bb4f7a.jpg,dataset/working/manual_normalized/biskuit/layak_jual/manual_60dc10bb4f7a.jpg,dataset-scrape,dataset_scrape_manual,manual,biskuit,biskuit_kukis,layak_jual,manual_batch,prepared,biskuit_sellable_batch_01,batch_01,pexels-food-story-2160949082-37108654.jpg,dataset-scrape/scraped/incoming/biskuit/sellable/batch_01/pexels-food-story-2160949082-37108654.jpg,test
manual_batch_000058,manual_4a8e8509989b.jpg,dataset/working/manual_normalized/biskuit/layak_jual/manual_4a8e8509989b.jpg,dataset-scrape,dataset_scrape_manual,manual,biskuit,biskuit_kukis,layak_jual,manual_batch,prepared,biskuit_sellable_batch_01,batch_01,pexels-gilbert-sthormes-718215306-28722148.jpg,dataset-scrape/scraped/incoming/biskuit/sellable/batch_01/pexels-gilbert-sthormes-718215306-28722148.jpg,test
manual_batch_000059,manual_d7349455d16d.jpg,dataset/working/manual_normalized/biskuit/layak_jual/manual_d7349455d16d.jpg,dataset-scrape,dataset_scrape_manual,manual,biskuit,biskuit_kukis,layak_jual,manual_batch,prepared,biskuit_sellable_batch_01,batch_01,tekstur-makanan-bergizi-close-up_23-2148964854.avif,dataset-scrape/scraped/incoming/biskuit/sellable/batch_01/tekstur-makanan-bergizi-close-up_23-2148964854.avif,test
manual_batch_000060,manual_9e0493f0f9b0.jpg,dataset/working/manual_normalized/biskuit/layak_jual/manual_9e0493f0f9b0.jpg,dataset-scrape,dataset_scrape_manual,manual,biskuit,biskuit_kukis,layak_jual,manual_batch,prepared,biskuit_sellable_batch_01,batch_01,wafer-biscuit-closeup-isolated-on-260nw-2590640821.webp,dataset-scrape/scraped/incoming/biskuit/sellable/batch_01/wafer-biscuit-closeup-isolated-on-260nw-2590640821.webp,test
manual_batch_000061,manual_8722c65c1c60.jpg,dataset/working/manual_normalized/keripik/tidak_layak_jual/manual_8722c65c1c60.jpg,dataset-scrape,dataset_scrape_manual,manual,keripik,keripik,tidak_layak_jual,manual_batch,prepared,keripik_non_sellable_batch_01,batch_01,17251279-close-up-image-of-a-broken-potato-chip-cut-into-pieces-against-the-white-background.jpg,dataset-scrape/scraped/incoming/keripik/non_sellable/batch_01/17251279-close-up-image-of-a-broken-potato-chip-cut-into-pieces-against-the-white-background.jpg,train
manual_batch_000062,manual_8fa7cb4e079e.jpg,dataset/working/manual_normalized/keripik/tidak_layak_jual/manual_8fa7cb4e079e.jpg,dataset-scrape,dataset_scrape_manual,manual,keripik,keripik,tidak_layak_jual,manual_batch,prepared,keripik_non_sellable_batch_01,batch_01,3305455825_a8809c364a_b.jpg,dataset-scrape/scraped/incoming/keripik/non_sellable/batch_01/3305455825_a8809c364a_b.jpg,train
manual_batch_000063,manual_edbfae485538.jpg,dataset/working/manual_normalized/keripik/tidak_layak_jual/manual_edbfae485538.jpg,dataset-scrape,dataset_scrape_manual,manual,keripik,keripik,tidak_layak_jual,manual_batch,prepared,keripik_non_sellable_batch_01,batch_01,86wqad.webp,dataset-scrape/scraped/incoming/keripik/non_sellable/batch_01/86wqad.webp,train
manual_batch_000064,manual_4cbf70ec2aef.jpg,dataset/working/manual_normalized/keripik/tidak_layak_jual/manual_4cbf70ec2aef.jpg,dataset-scrape,dataset_scrape_manual,manual,keripik,keripik,tidak_layak_jual,manual_batch,prepared,keripik_non_sellable_batch_01,batch_01,"ChatGPT Image May 26, 2026, 07_45_49 PM.png","dataset-scrape/scraped/incoming/keripik/non_sellable/batch_01/ChatGPT Image May 26, 2026, 07_45_49 PM.png",train
manual_batch_000065,manual_c2d8b3917dfa.jpg,dataset/working/manual_normalized/keripik/tidak_layak_jual/manual_c2d8b3917dfa.jpg,dataset-scrape,dataset_scrape_manual,manual,keripik,keripik,tidak_layak_jual,manual_batch,prepared,keripik_non_sellable_batch_01,batch_01,"ChatGPT Image May 26, 2026, 08_14_27 PM.png","dataset-scrape/scraped/incoming/keripik/non_sellable/batch_01/ChatGPT Image May 26, 2026, 08_14_27 PM.png",train
