image_id,source_type,source_batch,dataset_name,dataset_slug,source_group,product_name,product_domain,label_lane,final_label_guess,batch_name,filename,relative_path,source_workspace,review_status,notes
manual_batch_000011,manual,biskuit_non_sellable_batch_01,dataset-scrape,dataset_scrape_manual,manual_batch,biskuit,biskuit_kukis,non_sellable,tidak_layak_jual,batch_01,biskuit_rusak_1 (1).png,dataset-scrape/scraped/incoming/biskuit/non_sellable/batch_01/biskuit_rusak_1 (1).png,dataset-scrape,incoming,Imported from manual incoming batch inventory.
manual_batch_000012,manual,biskuit_non_sellable_batch_01,dataset-scrape,dataset_scrape_manual,manual_batch,biskuit,biskuit_kukis,non_sellable,tidak_layak_jual,batch_01,biskuit_rusak_1.png,dataset-scrape/scraped/incoming/biskuit/non_sellable/batch_01/biskuit_rusak_1.png,dataset-scrape,incoming,Imported from manual incoming batch inventory.
manual_batch_000013,manual,biskuit_non_sellable_batch_01,dataset-scrape,dataset_scrape_manual,manual_batch,biskuit,biskuit_kukis,non_sellable,tidak_layak_jual,batch_01,biskuit_rusak_2 (1).png,dataset-scrape/scraped/incoming/biskuit/non_sellable/batch_01/biskuit_rusak_2 (1).png,dataset-scrape,incoming,Imported from manual incoming batch inventory.
manual_batch_000014,manual,biskuit_non_sellable_batch_01,dataset-scrape,dataset_scrape_manual,manual_batch,biskuit,biskuit_kukis,non_sellable,tidak_layak_jual,batch_01,biskuit_rusak_2.png,dataset-scrape/scraped/incoming/biskuit/non_sellable/batch_01/biskuit_rusak_2.png,dataset-scrape,incoming,Imported from manual incoming batch inventory.
manual_batch_000015,manual,biskuit_non_sellable_batch_01,dataset-scrape,dataset_scrape_manual,manual_batch,biskuit,biskuit_kukis,non_sellable,tidak_layak_jual,batch_01,biskuit_rusak_3 (1).png,dataset-scrape/scraped/incoming/biskuit/non_sellable/batch_01/biskuit_rusak_3 (1).png,dataset-scrape,incoming,Imported from manual incoming batch inventory.
manual_batch_000016,manual,biskuit_non_sellable_batch_01,dataset-scrape,dataset_scrape_manual,manual_batch,biskuit,biskuit_kukis,non_sellable,tidak_layak_jual,batch_01,biskuit_rusak_3.png,dataset-scrape/scraped/incoming/biskuit/non_sellable/batch_01/biskuit_rusak_3.png,dataset-scrape,incoming,Imported from manual incoming batch inventory.
manual_batch_000017,manual,biskuit_non_sellable_batch_01,dataset-scrape,dataset_scrape_manual,manual_batch,biskuit,biskuit_kukis,non_sellable,tidak_layak_jual,batch_01,biskuit_rusak_4 (1).png,dataset-scrape/scraped/incoming/biskuit/non_sellable/batch_01/biskuit_rusak_4 (1).png,dataset-scrape,incoming,Imported from manual incoming batch inventory.
manual_batch_000018,manual,biskuit_non_sellable_batch_01,dataset-scrape,dataset_scrape_manual,manual_batch,biskuit,biskuit_kukis,non_sellable,tidak_layak_jual,batch_01,biskuit_rusak_4.png,dataset-scrape/scraped/incoming/biskuit/non_sellable/batch_01/biskuit_rusak_4.png,dataset-scrape,incoming,Imported from manual incoming batch inventory.
manual_batch_000019,manual,biskuit_non_sellable_batch_01,dataset-scrape,dataset_scrape_manual,manual_batch,biskuit,biskuit_kukis,non_sellable,tidak_layak_jual,batch_01,biskuit_rusak_5 (1).png,dataset-scrape/scraped/incoming/biskuit/non_sellable/batch_01/biskuit_rusak_5 (1).png,dataset-scrape,incoming,Imported from manual incoming batch inventory.
manual_batch_000020,manual,biskuit_non_sellable_batch_01,dataset-scrape,dataset_scrape_manual,manual_batch,biskuit,biskuit_kukis,non_sellable,tidak_layak_jual,batch_01,biskuit_rusak_5.png,dataset-scrape/scraped/incoming/biskuit/non_sellable/batch_01/biskuit_rusak_5.png,dataset-scrape,incoming,Imported from manual incoming batch inventory.
manual_batch_000021,manual,biskuit_non_sellable_batch_01,dataset-scrape,dataset_scrape_manual,manual_batch,biskuit,biskuit_kukis,non_sellable,tidak_layak_jual,batch_01,biskuit_tekstur_rusak_1.png,dataset-scrape/scraped/incoming/biskuit/non_sellable/batch_01/biskuit_tekstur_rusak_1.png,dataset-scrape,incoming,Imported from manual incoming batch inventory.
manual_batch_000022,manual,biskuit_non_sellable_batch_01,dataset-scrape,dataset_scrape_manual,manual_batch,biskuit,biskuit_kukis,non_sellable,tidak_layak_jual,batch_01,biskuit_tekstur_rusak_2.png,dataset-scrape/scraped/incoming/biskuit/non_sellable/batch_01/biskuit_tekstur_rusak_2.png,dataset-scrape,incoming,Imported from manual incoming batch inventory.
manual_batch_000023,manual,biskuit_non_sellable_batch_01,dataset-scrape,dataset_scrape_manual,manual_batch,biskuit,biskuit_kukis,non_sellable,tidak_layak_jual,batch_01,biskuit_tekstur_rusak_3.png,dataset-scrape/scraped/incoming/biskuit/non_sellable/batch_01/biskuit_tekstur_rusak_3.png,dataset-scrape,incoming,Imported from manual incoming batch inventory.
manual_batch_000024,manual,biskuit_non_sellable_batch_01,dataset-scrape,dataset_scrape_manual,manual_batch,biskuit,biskuit_kukis,non_sellable,tidak_layak_jual,batch_01,biskuit_tekstur_rusak_4.png,dataset-scrape/scraped/incoming/biskuit/non_sellable/batch_01/biskuit_tekstur_rusak_4.png,dataset-scrape,incoming,Imported from manual incoming batch inventory.
manual_batch_000025,manual,biskuit_non_sellable_batch_01,dataset-scrape,dataset_scrape_manual,manual_batch,biskuit,biskuit_kukis,non_sellable,tidak_layak_jual,batch_01,biskuit_tekstur_rusak_5.png,dataset-scrape/scraped/incoming/biskuit/non_sellable/batch_01/biskuit_tekstur_rusak_5.png,dataset-scrape,incoming,Imported from manual incoming batch inventory.
manual_batch_000026,manual,biskuit_non_sellable_batch_01,dataset-scrape,dataset_scrape_manual,manual_batch,biskuit,biskuit_kukis,non_sellable,tidak_layak_jual,batch_01,biskuit_warna_tidak_normal_1.png,dataset-scrape/scraped/incoming/biskuit/non_sellable/batch_01/biskuit_warna_tidak_normal_1.png,dataset-scrape,incoming,Imported from manual incoming batch inventory.
manual_batch_000027,manual,biskuit_non_sellable_batch_01,dataset-scrape,dataset_scrape_manual,manual_batch,biskuit,biskuit_kukis,non_sellable,tidak_layak_jual,batch_01,biskuit_warna_tidak_normal_2.png,dataset-scrape/scraped/incoming/biskuit/non_sellable/batch_01/biskuit_warna_tidak_normal_2.png,dataset-scrape,incoming,Imported from manual incoming batch inventory.
manual_batch_000028,manual,biskuit_non_sellable_batch_01,dataset-scrape,dataset_scrape_manual,manual_batch,biskuit,biskuit_kukis,non_sellable,tidak_layak_jual,batch_01,biskuit_warna_tidak_normal_3.png,dataset-scrape/scraped/incoming/biskuit/non_sellable/batch_01/biskuit_warna_tidak_normal_3.png,dataset-scrape,incoming,Imported from manual incoming batch inventory.
manual_batch_000029,manual,biskuit_non_sellable_batch_01,dataset-scrape,dataset_scrape_manual,manual_batch,biskuit,biskuit_kukis,non_sellable,tidak_layak_jual,batch_01,biskuit_warna_tidak_normal_4.png,dataset-scrape/scraped/incoming/biskuit/non_sellable/batch_01/biskuit_warna_tidak_normal_4.png,dataset-scrape,incoming,Imported from manual incoming batch inventory.
manual_batch_000030,manual,biskuit_non_sellable_batch_01,dataset-scrape,dataset_scrape_manual,manual_batch,biskuit,biskuit_kukis,non_sellable,tidak_layak_jual,batch_01,biskuit_warna_tidak_normal_5.png,dataset-scrape/scraped/incoming/biskuit/non_sellable/batch_01/biskuit_warna_tidak_normal_5.png,dataset-scrape,incoming,Imported from manual incoming batch inventory.
manual_batch_000031,manual,biskuit_non_sellable_batch_01,dataset-scrape,dataset_scrape_manual,manual_batch,biskuit,biskuit_kukis,non_sellable,tidak_layak_jual,batch_01,pngtree-burned-biscuit-eaten-cracker-overdo-photo-png-image_15503265.png,dataset-scrape/scraped/incoming/biskuit/non_sellable/batch_01/pngtree-burned-biscuit-eaten-cracker-overdo-photo-png-image_15503265.png,dataset-scrape,incoming,Imported from manual incoming batch inventory.
manual_batch_000032,manual,biskuit_sellable_batch_01,dataset-scrape,dataset_scrape_manual,manual_batch,biskuit,biskuit_kukis,sellable,layak_jual,batch_01,1-closeup-view-golden-sandwich-600nw-2703561625.webp,dataset-scrape/scraped/incoming/biskuit/sellable/batch_01/1-closeup-view-golden-sandwich-600nw-2703561625.webp,dataset-scrape,incoming,Imported from manual incoming batch inventory.
manual_batch_000033,manual,biskuit_sellable_batch_01,dataset-scrape,dataset_scrape_manual,manual_batch,biskuit,biskuit_kukis,sellable,layak_jual,batch_01,biscuit-texture-closeup-details-isolated-600nw-2684241619.webp,dataset-scrape/scraped/incoming/biskuit/sellable/batch_01/biscuit-texture-closeup-details-isolated-600nw-2684241619.webp,dataset-scrape,incoming,Imported from manual incoming batch inventory.
manual_batch_000034,manual,biskuit_sellable_batch_01,dataset-scrape,dataset_scrape_manual,manual_batch,biskuit,biskuit_kukis,sellable,layak_jual,batch_01,biskuit-es-krim-close-up_23-2148569466.avif,dataset-scrape/scraped/incoming/biskuit/sellable/batch_01/biskuit-es-krim-close-up_23-2148569466.avif,dataset-scrape,incoming,Imported from manual incoming batch inventory.
manual_batch_000035,manual,biskuit_sellable_batch_01,dataset-scrape,dataset_scrape_manual,manual_batch,biskuit,biskuit_kukis,sellable,layak_jual,batch_01,biskuit_1 (1).png,dataset-scrape/scraped/incoming/biskuit/sellable/batch_01/biskuit_1 (1).png,dataset-scrape,incoming,Imported from manual incoming batch inventory.
manual_batch_000036,manual,biskuit_sellable_batch_01,dataset-scrape,dataset_scrape_manual,manual_batch,biskuit,biskuit_kukis,sellable,layak_jual,batch_01,biskuit_1.png,dataset-scrape/scraped/incoming/biskuit/sellable/batch_01/biskuit_1.png,dataset-scrape,incoming,Imported from manual incoming batch inventory.
manual_batch_000037,manual,biskuit_sellable_batch_01,dataset-scrape,dataset_scrape_manual,manual_batch,biskuit,biskuit_kukis,sellable,layak_jual,batch_01,biskuit_2 (1).png,dataset-scrape/scraped/incoming/biskuit/sellable/batch_01/biskuit_2 (1).png,dataset-scrape,incoming,Imported from manual incoming batch inventory.
manual_batch_000038,manual,biskuit_sellable_batch_01,dataset-scrape,dataset_scrape_manual,manual_batch,biskuit,biskuit_kukis,sellable,layak_jual,batch_01,biskuit_2.png,dataset-scrape/scraped/incoming/biskuit/sellable/batch_01/biskuit_2.png,dataset-scrape,incoming,Imported from manual incoming batch inventory.
manual_batch_000039,manual,biskuit_sellable_batch_01,dataset-scrape,dataset_scrape_manual,manual_batch,biskuit,biskuit_kukis,sellable,layak_jual,batch_01,biskuit_3 (1).png,dataset-scrape/scraped/incoming/biskuit/sellable/batch_01/biskuit_3 (1).png,dataset-scrape,incoming,Imported from manual incoming batch inventory.
manual_batch_000040,manual,biskuit_sellable_batch_01,dataset-scrape,dataset_scrape_manual,manual_batch,biskuit,biskuit_kukis,sellable,layak_jual,batch_01,biskuit_3.png,dataset-scrape/scraped/incoming/biskuit/sellable/batch_01/biskuit_3.png,dataset-scrape,incoming,Imported from manual incoming batch inventory.
manual_batch_000041,manual,biskuit_sellable_batch_01,dataset-scrape,dataset_scrape_manual,manual_batch,biskuit,biskuit_kukis,sellable,layak_jual,batch_01,biskuit_4 (1).png,dataset-scrape/scraped/incoming/biskuit/sellable/batch_01/biskuit_4 (1).png,dataset-scrape,incoming,Imported from manual incoming batch inventory.
manual_batch_000042,manual,biskuit_sellable_batch_01,dataset-scrape,dataset_scrape_manual,manual_batch,biskuit,biskuit_kukis,sellable,layak_jual,batch_01,biskuit_4.png,dataset-scrape/scraped/incoming/biskuit/sellable/batch_01/biskuit_4.png,dataset-scrape,incoming,Imported from manual incoming batch inventory.
manual_batch_000043,manual,biskuit_sellable_batch_01,dataset-scrape,dataset_scrape_manual,manual_batch,biskuit,biskuit_kukis,sellable,layak_jual,batch_01,biskuit_5 (1).png,dataset-scrape/scraped/incoming/biskuit/sellable/batch_01/biskuit_5 (1).png,dataset-scrape,incoming,Imported from manual incoming batch inventory.
manual_batch_000044,manual,biskuit_sellable_batch_01,dataset-scrape,dataset_scrape_manual,manual_batch,biskuit,biskuit_kukis,sellable,layak_jual,batch_01,biskuit_5.png,dataset-scrape/scraped/incoming/biskuit/sellable/batch_01/biskuit_5.png,dataset-scrape,incoming,Imported from manual incoming batch inventory.
manual_batch_000045,manual,biskuit_sellable_batch_01,dataset-scrape,dataset_scrape_manual,manual_batch,biskuit,biskuit_kukis,sellable,layak_jual,batch_01,choc-ripple-biscuits-219615-1.jpg,dataset-scrape/scraped/incoming/biskuit/sellable/batch_01/choc-ripple-biscuits-219615-1.jpg,dataset-scrape,incoming,Imported from manual incoming batch inventory.
manual_batch_000046,manual,biskuit_sellable_batch_01,dataset-scrape,dataset_scrape_manual,manual_batch,biskuit,biskuit_kukis,sellable,layak_jual,batch_01,close-up-angled-shot-delicious-biskuit-gambang-shiny-golden-brown-texture-culinary-enthusiasts-baking-capture-429108089.webp,dataset-scrape/scraped/incoming/biskuit/sellable/batch_01/close-up-angled-shot-delicious-biskuit-gambang-shiny-golden-brown-texture-culinary-enthusiasts-baking-capture-429108089.webp,dataset-scrape,incoming,Imported from manual incoming batch inventory.
manual_batch_000047,manual,biskuit_sellable_batch_01,dataset-scrape,dataset_scrape_manual,manual_batch,biskuit,biskuit_kukis,sellable,layak_jual,batch_01,closeup-goldenbrown-salty-crackers-visible-260nw-2691827267.webp,dataset-scrape/scraped/incoming/biskuit/sellable/batch_01/closeup-goldenbrown-salty-crackers-visible-260nw-2691827267.webp,dataset-scrape,incoming,Imported from manual incoming batch inventory.
manual_batch_000048,manual,biskuit_sellable_batch_01,dataset-scrape,dataset_scrape_manual,manual_batch,biskuit,biskuit_kukis,sellable,layak_jual,batch_01,closeup-sweet-rectangular-biscuits-crossshaped-260nw-2726527691.webp,dataset-scrape/scraped/incoming/biskuit/sellable/batch_01/closeup-sweet-rectangular-biscuits-crossshaped-260nw-2726527691.webp,dataset-scrape,incoming,Imported from manual incoming batch inventory.
manual_batch_000049,manual,biskuit_sellable_batch_01,dataset-scrape,dataset_scrape_manual,manual_batch,biskuit,biskuit_kukis,sellable,layak_jual,batch_01,free-photo-of-close-up-biskuit-marie-yang-ditumpuk-bersama.jpeg,dataset-scrape/scraped/incoming/biskuit/sellable/batch_01/free-photo-of-close-up-biskuit-marie-yang-ditumpuk-bersama.jpeg,dataset-scrape,incoming,Imported from manual incoming batch inventory.
manual_batch_000050,manual,biskuit_sellable_batch_01,dataset-scrape,dataset_scrape_manual,manual_batch,biskuit,biskuit_kukis,sellable,layak_jual,batch_01,graham-crackers.webp,dataset-scrape/scraped/incoming/biskuit/sellable/batch_01/graham-crackers.webp,dataset-scrape,incoming,Imported from manual incoming batch inventory.
manual_batch_000051,manual,biskuit_sellable_batch_01,dataset-scrape,dataset_scrape_manual,manual_batch,biskuit,biskuit_kukis,sellable,layak_jual,batch_01,id-11134207-7ra0p-mcpxx3ib4e3n69.jpeg,dataset-scrape/scraped/incoming/biskuit/sellable/batch_01/id-11134207-7ra0p-mcpxx3ib4e3n69.jpeg,dataset-scrape,incoming,Imported from manual incoming batch inventory.
manual_batch_000052,manual,biskuit_sellable_batch_01,dataset-scrape,dataset_scrape_manual,manual_batch,biskuit,biskuit_kukis,sellable,layak_jual,batch_01,images (1).jpeg,dataset-scrape/scraped/incoming/biskuit/sellable/batch_01/images (1).jpeg,dataset-scrape,incoming,Imported from manual incoming batch inventory.
manual_batch_000053,manual,biskuit_sellable_batch_01,dataset-scrape,dataset_scrape_manual,manual_batch,biskuit,biskuit_kukis,sellable,layak_jual,batch_01,images.jpeg,dataset-scrape/scraped/incoming/biskuit/sellable/batch_01/images.jpeg,dataset-scrape,incoming,Imported from manual incoming batch inventory.
manual_batch_000054,manual,biskuit_sellable_batch_01,dataset-scrape,dataset_scrape_manual,manual_batch,biskuit,biskuit_kukis,sellable,layak_jual,batch_01,pexels-abhishek1199-5511230.jpg,dataset-scrape/scraped/incoming/biskuit/sellable/batch_01/pexels-abhishek1199-5511230.jpg,dataset-scrape,incoming,Imported from manual incoming batch inventory.
manual_batch_000055,manual,biskuit_sellable_batch_01,dataset-scrape,dataset_scrape_manual,manual_batch,biskuit,biskuit_kukis,sellable,layak_jual,batch_01,pexels-brigitte-tohm-36757-189536.jpg,dataset-scrape/scraped/incoming/biskuit/sellable/batch_01/pexels-brigitte-tohm-36757-189536.jpg,dataset-scrape,incoming,Imported from manual incoming batch inventory.
manual_batch_000056,manual,biskuit_sellable_batch_01,dataset-scrape,dataset_scrape_manual,manual_batch,biskuit,biskuit_kukis,sellable,layak_jual,batch_01,pexels-eva-bronzini-6103122.jpg,dataset-scrape/scraped/incoming/biskuit/sellable/batch_01/pexels-eva-bronzini-6103122.jpg,dataset-scrape,incoming,Imported from manual incoming batch inventory.
manual_batch_000057,manual,biskuit_sellable_batch_01,dataset-scrape,dataset_scrape_manual,manual_batch,biskuit,biskuit_kukis,sellable,layak_jual,batch_01,pexels-food-story-2160949082-37108654.jpg,dataset-scrape/scraped/incoming/biskuit/sellable/batch_01/pexels-food-story-2160949082-37108654.jpg,dataset-scrape,incoming,Imported from manual incoming batch inventory.
manual_batch_000058,manual,biskuit_sellable_batch_01,dataset-scrape,dataset_scrape_manual,manual_batch,biskuit,biskuit_kukis,sellable,layak_jual,batch_01,pexels-gilbert-sthormes-718215306-28722148.jpg,dataset-scrape/scraped/incoming/biskuit/sellable/batch_01/pexels-gilbert-sthormes-718215306-28722148.jpg,dataset-scrape,incoming,Imported from manual incoming batch inventory.
manual_batch_000059,manual,biskuit_sellable_batch_01,dataset-scrape,dataset_scrape_manual,manual_batch,biskuit,biskuit_kukis,sellable,layak_jual,batch_01,tekstur-makanan-bergizi-close-up_23-2148964854.avif,dataset-scrape/scraped/incoming/biskuit/sellable/batch_01/tekstur-makanan-bergizi-close-up_23-2148964854.avif,dataset-scrape,incoming,Imported from manual incoming batch inventory.
manual_batch_000060,manual,biskuit_sellable_batch_01,dataset-scrape,dataset_scrape_manual,manual_batch,biskuit,biskuit_kukis,sellable,layak_jual,batch_01,wafer-biscuit-closeup-isolated-on-260nw-2590640821.webp,dataset-scrape/scraped/incoming/biskuit/sellable/batch_01/wafer-biscuit-closeup-isolated-on-260nw-2590640821.webp,dataset-scrape,incoming,Imported from manual incoming batch inventory.
manual_batch_000061,manual,keripik_non_sellable_batch_01,dataset-scrape,dataset_scrape_manual,manual_batch,keripik,keripik,non_sellable,tidak_layak_jual,batch_01,17251279-close-up-image-of-a-broken-potato-chip-cut-into-pieces-against-the-white-background.jpg,dataset-scrape/scraped/incoming/keripik/non_sellable/batch_01/17251279-close-up-image-of-a-broken-potato-chip-cut-into-pieces-against-the-white-background.jpg,dataset-scrape,incoming,Imported from manual incoming batch inventory.
manual_batch_000062,manual,keripik_non_sellable_batch_01,dataset-scrape,dataset_scrape_manual,manual_batch,keripik,keripik,non_sellable,tidak_layak_jual,batch_01,3305455825_a8809c364a_b.jpg,dataset-scrape/scraped/incoming/keripik/non_sellable/batch_01/3305455825_a8809c364a_b.jpg,dataset-scrape,incoming,Imported from manual incoming batch inventory.
manual_batch_000063,manual,keripik_non_sellable_batch_01,dataset-scrape,dataset_scrape_manual,manual_batch,keripik,keripik,non_sellable,tidak_layak_jual,batch_01,86wqad.webp,dataset-scrape/scraped/incoming/keripik/non_sellable/batch_01/86wqad.webp,dataset-scrape,incoming,Imported from manual incoming batch inventory.
manual_batch_000064,manual,keripik_non_sellable_batch_01,dataset-scrape,dataset_scrape_manual,manual_batch,keripik,keripik,non_sellable,tidak_layak_jual,batch_01,"ChatGPT Image May 26, 2026, 07_45_49 PM.png","dataset-scrape/scraped/incoming/keripik/non_sellable/batch_01/ChatGPT Image May 26, 2026, 07_45_49 PM.png",dataset-scrape,incoming,Imported from manual incoming batch inventory.
manual_batch_000065,manual,keripik_non_sellable_batch_01,dataset-scrape,dataset_scrape_manual,manual_batch,keripik,keripik,non_sellable,tidak_layak_jual,batch_01,"ChatGPT Image May 26, 2026, 08_14_27 PM.png","dataset-scrape/scraped/incoming/keripik/non_sellable/batch_01/ChatGPT Image May 26, 2026, 08_14_27 PM.png",dataset-scrape,incoming,Imported from manual incoming batch inventory.
manual_batch_000066,manual,keripik_non_sellable_batch_01,dataset-scrape,dataset_scrape_manual,manual_batch,keripik,keripik,non_sellable,tidak_layak_jual,batch_01,"ChatGPT Image May 26, 2026, 08_18_20 PM.png","dataset-scrape/scraped/incoming/keripik/non_sellable/batch_01/ChatGPT Image May 26, 2026, 08_18_20 PM.png",dataset-scrape,incoming,Imported from manual incoming batch inventory.
manual_batch_000067,manual,keripik_non_sellable_batch_01,dataset-scrape,dataset_scrape_manual,manual_batch,keripik,keripik,non_sellable,tidak_layak_jual,batch_01,"ChatGPT Image May 26, 2026, 08_55_43 PM.png","dataset-scrape/scraped/incoming/keripik/non_sellable/batch_01/ChatGPT Image May 26, 2026, 08_55_43 PM.png",dataset-scrape,incoming,Imported from manual incoming batch inventory.
manual_batch_000068,manual,keripik_non_sellable_batch_01,dataset-scrape,dataset_scrape_manual,manual_batch,keripik,keripik,non_sellable,tidak_layak_jual,batch_01,"ChatGPT Image May 26, 2026, 08_57_34 PM.png","dataset-scrape/scraped/incoming/keripik/non_sellable/batch_01/ChatGPT Image May 26, 2026, 08_57_34 PM.png",dataset-scrape,incoming,Imported from manual incoming batch inventory.
manual_batch_000069,manual,keripik_non_sellable_batch_01,dataset-scrape,dataset_scrape_manual,manual_batch,keripik,keripik,non_sellable,tidak_layak_jual,batch_01,"ChatGPT Image May 26, 2026, 09_39_25 PM.png","dataset-scrape/scraped/incoming/keripik/non_sellable/batch_01/ChatGPT Image May 26, 2026, 09_39_25 PM.png",dataset-scrape,incoming,Imported from manual incoming batch inventory.
manual_batch_000070,manual,keripik_non_sellable_batch_01,dataset-scrape,dataset_scrape_manual,manual_batch,keripik,keripik,non_sellable,tidak_layak_jual,batch_01,"ChatGPT Image May 26, 2026, 09_45_07 PM.png","dataset-scrape/scraped/incoming/keripik/non_sellable/batch_01/ChatGPT Image May 26, 2026, 09_45_07 PM.png",dataset-scrape,incoming,Imported from manual incoming batch inventory.
manual_batch_000071,manual,keripik_non_sellable_batch_01,dataset-scrape,dataset_scrape_manual,manual_batch,keripik,keripik,non_sellable,tidak_layak_jual,batch_01,"ChatGPT Image May 26, 2026, 09_48_32 PM.png","dataset-scrape/scraped/incoming/keripik/non_sellable/batch_01/ChatGPT Image May 26, 2026, 09_48_32 PM.png",dataset-scrape,incoming,Imported from manual incoming batch inventory.
manual_batch_000072,manual,keripik_non_sellable_batch_01,dataset-scrape,dataset_scrape_manual,manual_batch,keripik,keripik,non_sellable,tidak_layak_jual,batch_01,IMG_20210319_020237.jpg,dataset-scrape/scraped/incoming/keripik/non_sellable/batch_01/IMG_20210319_020237.jpg,dataset-scrape,incoming,Imported from manual incoming batch inventory.
manual_batch_000073,manual,keripik_non_sellable_batch_01,dataset-scrape,dataset_scrape_manual,manual_batch,keripik,keripik,non_sellable,tidak_layak_jual,batch_01,IMG_20210319_020330.jpg,dataset-scrape/scraped/incoming/keripik/non_sellable/batch_01/IMG_20210319_020330.jpg,dataset-scrape,incoming,Imported from manual incoming batch inventory.
manual_batch_000074,manual,keripik_non_sellable_batch_01,dataset-scrape,dataset_scrape_manual,manual_batch,keripik,keripik,non_sellable,tidak_layak_jual,batch_01,IMG_20260505_183711 - Muhammad Naufal Nazya Azzharif.jpg,dataset-scrape/scraped/incoming/keripik/non_sellable/batch_01/IMG_20260505_183711 - Muhammad Naufal Nazya Azzharif.jpg,dataset-scrape,incoming,Imported from manual incoming batch inventory.
manual_batch_000075,manual,keripik_non_sellable_batch_01,dataset-scrape,dataset_scrape_manual,manual_batch,keripik,keripik,non_sellable,tidak_layak_jual,batch_01,broken-potato-chips-isolated-on-260nw-1484415920.webp,dataset-scrape/scraped/incoming/keripik/non_sellable/batch_01/broken-potato-chips-isolated-on-260nw-1484415920.webp,dataset-scrape,incoming,Imported from manual incoming batch inventory.
